lng,lat,pi,dst,sid,stn,dsts,types
-74.95,44.05,109,pollen surface sample,736,Site 26 (Whitehead and Jackson 1990),pollen surface sample,1
-74.3,44.43,109,pollen surface sample,738,Site 28 (Whitehead and Jackson 1990),pollen surface sample,1
-76.683333,36.166667,109,pollen surface sample,751,Rockyhock Bay,"pollen surface sample,
 pollen",2
159.083333,68.666667,306,pollen,756,"Duvanny Yar, Alas Exposure, Kolyma Lowland",pollen,1
-83.01,39.354167,90,pollen,774,Lake Ellensmere,"pollen,
 loss-on-ignition",2
171.616667,67.066667,306,pollen,780,"Enmyvaam River, 7-9 m Terrace",pollen,1
-72.982778,45.282778,61,pollen,798,Tourbière de Farnham,pollen,1
-121.42,56.25,940,pollen,805,Fiddler's Pond,pollen,1
8.733333,53.7,596,pollen,16,Ahlenmoor,pollen,1
-90.47,42.72,28,pollen surface sample,53,Platte Valley,pollen surface sample,1
-91.05,43.67,28,pollen surface sample,55,Sheldon,pollen surface sample,1
-90.17,46.27,98,pollen surface sample,96,Site 26 (Swain unpublished),pollen surface sample,1
-70.45,45.18,98,pollen surface sample,179,Site 109 (Swain unpublished),pollen surface sample,1
-75.87,45.953333,98,pollen surface sample,180,Site 110 (Swain unpublished),pollen surface sample,1
-89.702685,46.186930000000004,98,pollen surface sample,196,Hell's Kitchen Lake,"pollen surface sample,
 pollen",2
-83.253889,30.622222,44,pollen,229,Barchampe Lake,"pollen,
 loss-on-ignition",2
-76.415,57.123333,40,pollen surface sample,259,BI04,pollen surface sample,1
-119.833333,72.366667,40,pollen,262,Banks Island 74MS12,pollen,1
-73.566667,42.604167,108,pollen,317,Burden Lake,pollen,1
7.694444,44.15,706,pollen,335,Selle di Carnino,pollen,1
138.623611,69.266667,905,pollen,365,Chubukulakhskoye Exposure,pollen,1
-121,44.25,238,pollen surface sample,417,Site 46 (Heusser 1978),pollen surface sample,1
-121.88,45.55,238,pollen surface sample,421,Site 50 (Heusser 1978),pollen surface sample,1
-121.85,45.52,238,pollen surface sample,424,Site 53 (Heusser 1978),pollen surface sample,1
-124.3,47.3,238,pollen surface sample,442,Kalaloch 1,pollen surface sample,1
-123.04,48.02,238,pollen surface sample,466,Elwha,pollen surface sample,1
-81.266667,49.183333,64,pollen,506,Crates Lake,pollen,1
-80.341944,26.522778,710,pollen surface sample,548,Loxahatchee Site 4,pollen surface sample,1
-81.38,31.75,32,pollen surface sample,595,Site 32 (Delcourt  et al. 1983),pollen surface sample,1
124.116667,57.033333,346,pollen,664,Derput,pollen,1
-69.958333,60.9875,61,loss-on-ignition,669,Diana 375,"loss-on-ignition,
 pollen",2
-63.95,58.27,745,pollen surface sample,686,Site 1 (Elliot-Fisk et al. 1982),pollen surface sample,1
-78.6,34.68,109,pollen surface sample,705,Jones Lake (US:North Carolina),pollen surface sample,1
-74.23,43.98,109,pollen surface sample,710,Site 1 (Whitehead and Jackson 1990),pollen surface sample,1
-74.58,44.58,109,pollen surface sample,733,Site 23 (Whitehead and Jackson 1990),pollen surface sample,1
-81.334765,41.196155000000005,90,loss-on-ignition,9980,East Twin Lake,"pollen,
 loss-on-ignition",2
-74.399167,40.855833,155,pollen,819,Forge Pond,pollen,1
-73.475833,46.275833,61,pollen,830,Saint-Gabriel,pollen,1
-111.583333,53.333333,146,pollen surface sample,887,GMM103,pollen surface sample,1
-93.3,37.3,163,pollen surface sample,922,McDaniel Lake,pollen surface sample,1
-86.1,37.15,163,pollen surface sample,930,Site 128 (G.M. Peterson 1978),pollen surface sample,1
-109.838611,44.4525,114,pollen,936,Goff Lake,pollen,1
-67.4,-23.083333,515,pollen,13,Aguas Calientes,pollen,1
-97.516944,29.6,561,pollen surface sample,18,South Soefje Bog,pollen surface sample,1
-90.38,43.72,28,pollen surface sample,67,Hillsbor,pollen surface sample,1
-88.22,43.87,98,pollen surface sample,110,Site 40 (Swain unpublished),pollen surface sample,1
-77.98,42.23,98,pollen surface sample,153,Site 83 (Swain unpublished),pollen surface sample,1
-68.62,45.63,98,pollen surface sample,187,Site 117 (Swain unpublished),pollen surface sample,1
-85.50131999999999,36.03015,32,pollen,203,Anderson Pond,pollen,1
-83.253889,30.622222,44,loss-on-ignition,229,Barchampe Lake,"pollen,
 loss-on-ignition",2
148.316667,-36.416667,571,pollen,279,Blue Lake,pollen,1
-110.260556,44.298611,11,pollen,311,Buckbean Fen,pollen,1
-64.94,48.197778,59,pollen,332,Lac Caribou,pollen,1
-84.680556,40.216667,90,pollen,337,Carter Site,"pollen,
 loss-on-ignition",2
-124.22,47.6,238,pollen surface sample,439,Willaby Creek,pollen surface sample,1
-124.1,47.78,238,pollen surface sample,446,Steamboat Creek,pollen surface sample,1
-66.766667,53.9,145,pollen,484,Coghill Lake,pollen,1
-91.563889,41.694444,10,pollen,490,Conklin Quarry,"pollen,
 geochronologic,
 insect",3
-77.55,39.966667,106,pollen,510,Crider's Pond,pollen,1
-110.6,44.65,161,pollen,528,Cygnet Lake Fen,"pollen,
 loss-on-ignition",2
-80.469444,26.035833,710,pollen surface sample,544,"Water Conservation Area 3A, Site 3-4-4",pollen surface sample,1
-82.82,34.53,32,pollen surface sample,569,Site 6 (Delcourt  et al. 1983),pollen surface sample,1
-76.53,35.94,32,pollen surface sample,606,Site 43 (Delcourt  et al. 1983),pollen surface sample,1
-92.72,35.18,32,pollen surface sample,645,Site 82 (Delcourt  et al. 1983),pollen surface sample,1
147.983333,62.666667,306,pollen,672,"Kirgirlakh Stream, Berelyekh River Basin",pollen,1
172.083333,67.416667,306,pollen,772,Elgygytgyn Stream Section,pollen,1
78.333333,59,890,pollen,784,Entarnoye Peat Exposure,pollen,1
-94.753333,46.218889,69,pollen,801,Fawn Lake,pollen,1
-109.938889,43.471667,746,pollen,816,Forest Pond 1,"pollen,
 loss-on-ignition",2
-93.75,49.583333,69,pollen,823,Hayes Lake,"pollen,
 pollen surface sample",2
-94.42074,44.945765,44,pollen,824,French Lake,pollen,1
-127.5,66.166667,146,pollen surface sample,852,GMM045,pollen surface sample,1
-115.333333,51.25,146,pollen surface sample,893,GMM109,pollen surface sample,1
-57.95,49.67,69,pollen,951,Green Point Pond,pollen,1
-92.67,49.33,744,pollen surface sample,989,Site 4 (Cole 1969),pollen surface sample,1
-144.75,64,117,pollen,993,Healy Lake,pollen,1
-60.883333,54.3,60,pollen surface sample,1033,HFL34,pollen surface sample,1
27.683333,69.125,697,pollen,20,Akuvaara,pollen,1
-57.033333,52.516667,60,pollen,25,Alexis Lake,pollen,1
-90.73,43.68,28,pollen surface sample,48,Clinton,pollen surface sample,1
-90.62,45.83,98,pollen surface sample,106,Site 36 (Swain unpublished),pollen surface sample,1
-77.05,41.87,98,pollen surface sample,126,Site 56 (Swain unpublished),pollen surface sample,1
-74.08,41.88,98,pollen surface sample,191,Site 121 (Swain unpublished),pollen surface sample,1
-91.12,48.15,98,pollen surface sample,195,Hungry Jack Lake,pollen surface sample,1
-73.516667,55,40,pollen surface sample,282,Lake BN1,pollen surface sample,1
135.116667,67.833333,306,pollen,316,"Bugutakh Exposure, Adycha River",pollen,1
-123.95,47.3,238,pollen surface sample,433,Upper Moclips River 2,pollen surface sample,1
-124.5,48.2,238,pollen surface sample,456,Hoh-Bogachiel Divide 2,pollen surface sample,1
-72.633333,-51.583333,148,pollen,522,Cueva Milodon,pollen,1
-80.795278,25.278611,710,pollen surface sample,549,Loop Road Site 3,pollen surface sample,1
-86.12,34.1,32,pollen surface sample,572,Site 9 (Delcourt  et al. 1983),pollen surface sample,1
-91.03,29.67,32,pollen surface sample,635,Site 72 (Delcourt  et al. 1983),pollen surface sample,1
-80.366667,43.233333,658,pollen,656,Decoy Lake,pollen,1
-71.833333,44.033333,95,pollen,657,Deer Lake Bog,"pollen,
 pollen surface sample",2
-69.929722,54.423611,17,pollen,659,Delorme 2,"pollen,
 loss-on-ignition",2
-89.316667,45.85,90,pollen,663,Denton Lake,pollen,1
-74.12,43.83,109,pollen surface sample,729,Site 19 (Whitehead and Jackson 1990),pollen surface sample,1
-74.054167,44.146389,109,pollen surface sample,745,Upper Wallface Pond,"pollen surface sample,
 pollen",2
-71.666667,44.166667,95,pollen,757,Eagle Lake Bog,"pollen,
 pollen surface sample",2
-80.25,44.37,69,pollen,766,Edward Lake,pollen,1
-70.615833,47.609722,59,loss-on-ignition,789,Lac à la Fourche,"loss-on-ignition,
 pollen",2
-114.166667,53.55,146,pollen surface sample,889,GMM105,pollen surface sample,1
-89.12,37.75,163,pollen surface sample,913,Crab Orchard Lake,pollen surface sample,1
-90.3,36.92,163,pollen surface sample,919,Lake Wappapello,pollen surface sample,1
-62.633333,55.033333,60,pollen,948,Gravel Ridge,pollen,1
175,63.166667,118,pollen,967,Gytgykai Lake,pollen,1
-85.83,66.77,744,pollen surface sample,984,Site 1 (Cole 1969),pollen surface sample,1
-57.033333,52.4,60,pollen surface sample,1011,HFL11,pollen surface sample,1
-64.533333,56.65,60,pollen surface sample,1047,HFL50,pollen surface sample,1
-84.191667,35.588333,32,pollen,1107,Icehouse Bottom [40MR23],pollen,1
-81.766667,47.316667,64,pollen,1123,Jack Lake,pollen,1
-69.2,-18.25,515,pollen,17,Ajata,pollen,1
-88.07,44.15,98,pollen surface sample,113,Site 43 (Swain unpublished),pollen surface sample,1
-76.05,40.82,98,pollen surface sample,142,Site 72 (Swain unpublished),pollen surface sample,1
-75.53,41.78,98,pollen surface sample,147,Site 77 (Swain unpublished),pollen surface sample,1
-73.7,43.92,98,pollen surface sample,170,Site 100 (Swain unpublished),pollen surface sample,1
-75.32,41.9,98,pollen surface sample,181,Site 111 (Swain unpublished),pollen surface sample,1
-68.02,46.62,98,pollen surface sample,182,Site 112 (Swain unpublished),pollen surface sample,1
-77.916667,44.3,69,pollen,232,Barry Lake,pollen,1
-80.16,47.18,69,pollen,242,Bear Bog,pollen,1
-97.126111,30.36,21,pollen,298,Boriack Bog,pollen,1
-82.933333,40.797222,90,pollen,314,Bucyrus Bog,pollen,1
-98.666667,38.466667,37,pollen,358,Cheyenne Bottoms,"pollen,
 loss-on-ignition",2
-124.02,44.55,238,pollen surface sample,374,Site 3 (Heusser 1978),pollen surface sample,1
-121.9,44.42,238,pollen surface sample,409,Site 38 (Heusser 1978),pollen surface sample,1
-121.9,45.55,238,pollen surface sample,419,Site 48 (Heusser 1978),pollen surface sample,1
-124.25,47.6,238,pollen surface sample,440,July Creek,pollen surface sample,1
-78.95336,33.798895,270,pollen,480,Clear Pond,"pollen,
 loss-on-ignition",2
-146.483333,68.333333,118,loss-on-ignition,513,Crowsnest Lake,"loss-on-ignition,
 pollen",2
-68.041667,-16.35,515,pollen,523,Cumbre Unduavi,pollen,1
-91.1,36.8,94,pollen,525,Cupola Pond,pollen,1
-80.751389,26.174444,710,pollen surface sample,540,USGS Gage 62,pollen surface sample,1
-83.42,36.02,32,pollen surface sample,567,Site 4 (Delcourt  et al. 1983),pollen surface sample,1
-90.15,33.52,32,pollen surface sample,585,Site 22 (Delcourt  et al. 1983),pollen surface sample,1
-94.42,33.48,32,pollen surface sample,616,Site 53 (Delcourt  et al. 1983),pollen surface sample,1
-92.33,32.53,32,pollen surface sample,620,Site 57 (Delcourt  et al. 1983),pollen surface sample,1
-94.37,32.49,32,pollen surface sample,622,Site 59 (Delcourt  et al. 1983),pollen surface sample,1
-92.83,30.5,32,pollen surface sample,626,Site 63 (Delcourt  et al. 1983),pollen surface sample,1
-85.88,31.79,32,pollen surface sample,630,Site 67 (Delcourt  et al. 1983),pollen surface sample,1
-90.52,29.78,32,pollen surface sample,636,Site 73 (Delcourt  et al. 1983),pollen surface sample,1
-90.42,30.2,32,pollen surface sample,640,Site 77 (Delcourt  et al. 1983),pollen surface sample,1
-87.27,34.63,32,pollen surface sample,642,Site 79 (Delcourt  et al. 1983),pollen surface sample,1
-64.03,58.37,745,pollen surface sample,685,Lac Tasiguluk,pollen surface sample,1
-70.0005,41.9327,112,pollen,753,Duck Pond,"pollen,
 pollen surface sample",2
-83.01,39.354167,90,loss-on-ignition,774,Lake Ellensmere,"pollen,
 loss-on-ignition",2
152.312778,60.136667,306,pollen,31,Alut Lake,pollen,1
-88.43,43.15,98,pollen surface sample,75,Site 5 (Swain unpublished),pollen surface sample,1
-74.07,41.55,98,pollen surface sample,155,Site 85 (Swain unpublished),pollen surface sample,1
-70.03,44.23,98,pollen surface sample,189,Site 119 (Swain unpublished),pollen surface sample,1
135.583333,67.666667,306,pollen,255,"Betenkyos Exposure, Adycha River",pollen,1
-90.88,40.855556,11,pollen,265,Biggsville [Cessford Quarry],pollen,1
-93.73571000000001,44.296475,69,pollen,299,Bossuot Lake,pollen,1
-69.452778,47.457778,61,pollen,300,Lac Boucané,pollen,1
-68.15,-16.366667,515,pollen,347,Chacaltaya 1,pollen,1
-88.324435,40.675865,58,pollen,364,Chatsworth Bog,pollen,1
-123.5,44.5,238,pollen surface sample,386,Site 15 (Heusser 1978),pollen surface sample,1
-123.61357000000001,47.37884,238,pollen surface sample,427,Wynoochee Valley,pollen surface sample,1
-123.8,47.35,238,pollen surface sample,434,Upper Moclips River 3,pollen surface sample,1
-123.6,48.05,238,pollen surface sample,460,Ozette Lake,pollen surface sample,1
-78.95336,33.798895,270,loss-on-ignition,480,Clear Pond,"pollen,
 loss-on-ignition",2
-96.01988,45.76101,69,pollen,502,Cottonwood Lake,pollen,1
-80.380833,26.387222,710,pollen surface sample,535,USGS Gage 15,pollen surface sample,1
-89.23,33.542778,32,pollen surface sample,586,Site 23 (Delcourt  et al. 1983),pollen surface sample,1
-93.8,35.78,32,pollen surface sample,646,Site 83 (Delcourt  et al. 1983),pollen surface sample,1
-69.918889,54.418889,17,pollen,658,Delorme 1,"pollen,
 loss-on-ignition",2
-76.45,36.583333,109,pollen,679,Dismal Swamp (91),pollen,1
-107.466667,44.55,11,pollen,811,Floating Island Lake,pollen,1
-73.992778,45.995833,61,loss-on-ignition,837,Lac Geai,"loss-on-ignition,
 pollen",2
-92.62,47.28,114,pollen,848,Glatsch Lake,pollen,1
-115.966667,62.833333,146,pollen surface sample,866,GMM064,pollen surface sample,1
-87.65,40.17,163,pollen surface sample,909,Lake Vermilion,pollen surface sample,1
-91.67,36.75,163,pollen surface sample,920,Site 115 (G.M. Peterson 1978),pollen surface sample,1
-87.22,37.32,163,pollen surface sample,932,Site 130 (G.M. Peterson 1978),pollen surface sample,1
-76.128889,54.146944,61,pollen,958,Lac Griault,"loss-on-ignition,
 pollen",2
-112.716667,48.55,161,pollen,960,Guardipee Lake,pollen,1
-129.016667,60.033333,129,pollen,970,Hail Lake,pollen,1
-62.733333,55.2,60,pollen surface sample,1035,HFL36,pollen surface sample,1
-64.183333,56.3,60,pollen surface sample,1052,HFL55,pollen surface sample,1
-58.965,48.618611,69,pollen,1106,Hynes Brook Salt Marsh,pollen,1
-60.32,45.93,742,pollen surface sample,1147,Site 11 (Railton 1973),pollen surface sample,1
-94.55789999999999,44.8036,69,pollen,29,Lake Allie,pollen,1
-89.93,42.3,28,pollen surface sample,38,Wardsg28,pollen surface sample,1
-90.12,42.33,28,pollen surface sample,44,Woodbn07,pollen surface sample,1
-89.78,43.17,28,pollen surface sample,60,Mazomani,pollen surface sample,1
-87.53,46.3,98,pollen surface sample,83,Site 13 (Swain unpublished),pollen surface sample,1
-88.22,46.57,98,pollen surface sample,85,Site 15 (Swain unpublished),pollen surface sample,1
-90.65,45.13,98,pollen surface sample,118,Site 48 (Swain unpublished),pollen surface sample,1
-76.72,41.88,98,pollen surface sample,128,Site 58 (Swain unpublished),pollen surface sample,1
-74.05,43.43,98,pollen surface sample,166,Site 96 (Swain unpublished),pollen surface sample,1
-72.15,43.02,98,pollen surface sample,172,Site 102 (Swain unpublished),pollen surface sample,1
-68.47,47.2,98,pollen surface sample,184,Site 114 (Swain unpublished),pollen surface sample,1
-73.545,55.003333,40,pollen surface sample,287,Lake BN5B,pollen surface sample,1
-93.497645,44.70722,69,pollen,327,Campbell Lake,pollen,1
-68.77344,44.93672,40,pollen,333,Caribou Bog,pollen,1
-123.48,44.7,238,pollen surface sample,389,Site 18 (Heusser 1978),pollen surface sample,1
-123.28,44.55,238,pollen surface sample,392,Site 21 (Heusser 1978),pollen surface sample,1
-122.05,44.4,238,pollen surface sample,407,Site 36 (Heusser 1978),pollen surface sample,1
-116.416667,51.65,545,pollen,512,Crowfoot Lake,pollen,1
-91.475,45.275,112,pollen,531,Dark Lake,pollen,1
-80.643889,25.205556,710,pollen surface sample,552,Taylor Slough Site 2,pollen surface sample,1
-80.736389,25.213056,710,pollen surface sample,553,Taylor Slough Site 14,pollen surface sample,1
-79.15,35.77,32,pollen surface sample,604,Site 41 (Delcourt  et al. 1983),pollen surface sample,1
-85.82,33.61,32,pollen surface sample,637,Site 74 (Delcourt  et al. 1983),pollen surface sample,1
-74.73,44.15,109,pollen surface sample,725,Site 16 (Whitehead and Jackson 1990),pollen surface sample,1
-74.42,40.98,155,pollen surface sample,792,Kinnelon,pollen surface sample,1
-117.116667,52.783333,702,pollen,793,Excelsior Basin,pollen,1
-85.216667,73.034722,92,pollen,808,Fish Lake (CA:Nunavut),pollen,1
-96.721111,30.785,21,pollen,834,Gause Bog,pollen,1
-122.233333,62.333333,146,pollen surface sample,858,GMM055,pollen surface sample,1
-116.2,60.583333,146,pollen surface sample,869,GMM068,pollen surface sample,1
-116.75,55.633333,146,pollen surface sample,870,GMM074,pollen surface sample,1
-115.1,51.066667,146,pollen surface sample,894,GMM110,pollen surface sample,1
-85.72,37.22,163,pollen surface sample,928,Site 126 (G.M. Peterson 1978),pollen surface sample,1
-95.755515,47.2036,69,pollen,959,Grice Pond,pollen,1
-80.116667,47,69,pollen,7,Three Pines Bog,pollen,1
-57.366667,54.583333,52,pollen,27,Aliuk Pond,pollen,1
-68.983333,-15.233333,515,pollen,32,Amarete,pollen,1
-90.67,42.65,28,pollen surface sample,52,Tennyson,pollen surface sample,1
-87.87,44.42,98,pollen surface sample,115,Site 45 (Swain unpublished),pollen surface sample,1
-76.37,40.83,98,pollen surface sample,135,Site 65 (Swain unpublished),pollen surface sample,1
-92.716667,46.416667,114,pollen,202,Anderson Lake,pollen,1
-74.25,41.05,722,pollen surface sample,215,Vreeland Pond,pollen surface sample,1
-76.120278,54.047222,61,pollen,252,Bereziuk,"pollen,
 loss-on-ignition",2
-84.186667,35.620833,33,pollen,272,Black Pond,pollen,1
-68.15,-16.366667,515,pollen,348,Chacaltaya 2,pollen,1
-99,19.5,421,pollen,349,Chalco Lake,pollen,1
-123.4,44.6,238,pollen surface sample,390,Site 19 (Heusser 1978),pollen surface sample,1
-123.25,44.52,238,pollen surface sample,393,Site 22 (Heusser 1978),pollen surface sample,1
-123.3,47.95,238,pollen surface sample,462,Wessler,pollen surface sample,1
-124.12,47.2,238,pollen surface sample,471,Deer Park Road,pollen surface sample,1
-124.03,47.3,238,pollen surface sample,472,Sequim,pollen surface sample,1
-80.72,25.814444,710,pollen surface sample,537,USGS Gage 65,pollen surface sample,1
